181,1013860,14
182,1013860,28
183,1013860,35
184,1013860,80
185,810693,16
186,810693,28
187,810693,14
188,616820,27
189,616820,53
190,928773,27
191,928773,53
192,904039,16
193,904039,35
194,568124,16
195,568124,35
196,568124,10751
197,568124,14
198,629176,28
199,629176,18
200,629176,878
201,928015,27
202,928015,14
203,928015,53
204,879538,53
205,508947,16
206,508947,10751
207,508947,35
208,508947,14
209,916719,53
210,916719,28
211,1024535,27
212,414906,80
213,414906,9648
214,414906,53
215,619730,53
216,619730,9648
217,619730,878
218,585511,16
219,585511,12
220,585511,35
221,585511,14
222,848791,80
223,848791,18
224,848791,9648
225,848791,53
226,955644,16
227,955644,14
228,955644,12
229,1039026,35
230,1034470,35
231,1034470,10751
232,1034470,16
233,834734,53
234,579974,28
235,579974,18
236,950044,10402
237,811061,27
238,811061,53
239,851644,10749
240,851644,18
241,924482,53
242,924482,12
243,924482,9648
244,924482,28
245,924482,80
246,335795,12
247,335795,10751
248,335795,10770
249,936061,10751
250,936061,14
251,936061,10770
252,585083,16
253,585083,35
254,585083,10751
255,585083,14
256,585083,12
257,962232,10749
258,962232,18
259,962232,35
260,752623,28
261,752623,12
262,752623,35
263,299536,12
264,299536,28
265,299536,878
266,756999,27
267,756999,53
268,86328,27
269,768744,16
270,768744,28
271,768744,12
272,768744,878
273,511817,16
274,511817,35
275,511817,14
276,511817,12
277,354912,10751
278,354912,16
279,354912,14
280,354912,10402
281,354912,35
282,354912,12
283,1024530,27
284,884363,80
285,884363,18
286,928391,27
287,886396,16
288,886396,28
289,886396,878
290,366672,10751
291,366672,35
292,366672,16
293,366672,28
294,744114,18
295,744114,10749
296,928344,35
297,928344,10402
298,928344,18
299,429473,28
300,429473,53
301,429473,18
302,626735,18
303,626735,35
304,438695,16
305,438695,12
306,438695,35
307,639933,28
308,639933,12
309,639933,14
310,960875,27
311,960875,53
312,960875,9648
313,338958,35
314,338958,10751
315,338958,14
316,843241,16
317,843241,14
318,829560,10749
319,829560,18
320,580489,878
321,580489,28
322,580489,12
323,960700,14
324,960700,28
325,960700,12
326,969160,27
327,969160,53
328,759507,28
329,759507,12
330,759507,53
331,337404,35
332,337404,80
333,269149,16
334,269149,12
335,269149,10751
336,269149,35
337,799379,878
338,799379,28
339,799379,53
340,812488,53
341,812488,14
342,812488,27
343,338953,14
344,338953,12
345,338953,28
346,1015724,12
347,1015724,9648
348,1015724,35
349,1015724,16
350,1015724,10751
351,915831,80
352,915831,35
353,915831,18
354,718789,16
355,718789,28
356,718789,12
357,718789,10751
358,718789,878
359,982317,27
360,459151,16
361,459151,35
362,459151,12
363,459151,10751
364,883083,27
365,883083,18
366,883083,36
367,913290,27
368,913290,53
369,1029446,18
370,629542,16
371,629542,28
372,629542,12
373,629542,80
374,629542,35
375,672,12
376,672,14
377,818397,28
378,818397,53
379,818397,80
380,541134,18
381,541134,80
382,541134,9648
383,526896,28
384,526896,878
385,526896,14
386,921360,28
387,921360,80
388,921360,53
389,801071,27
390,674,12
391,674,14
392,674,10751
393,767,12
394,767,14
395,595586,18
396,919355,14
397,919355,12
398,919355,28
399,671,12
400,671,14
401,968857,53
402,781099,53
403,993145,28
404,993145,80
405,1039627,16
406,1015602,16
407,1015602,35
408,808,16
409,808,35
410,808,14
411,808,12
412,808,10751
413,773867,28
414,773867,80
415,773867,35
416,773867,12
417,14836,16
418,14836,10751
419,14836,14
420,791373,28
421,791373,12
422,791373,14
423,791373,878
424,566525,28
425,566525,12
426,566525,14
427,975120,35
428,975120,10751
429,961484,28
430,961484,53
431,560052,16
432,560052,12
433,560052,10751
434,560052,14
435,560052,35
436,1025169,99
437,335787,28
438,335787,12
439,800939,10749
440,800939,35
441,518068,18
442,518068,14
443,518068,28
444,1022256,99
445,1022256,10402
446,673,12
447,673,14
448,744275,10749
449,744275,18
450,1005776,27
451,1005776,53
452,12445,14
453,12445,12
454,820232,28
455,820232,16
456,820232,14
457,1008779,28
458,774825,16
459,774825,35
460,774825,12
461,774825,10751
462,1007401,16
463,1007401,28
464,1007401,14
465,1006381,12
466,1006381,878
467,1006381,35
468,755566,28
469,755566,14
470,755566,27
471,755566,35
472,829557,10749
473,829557,18
474,750466,18
475,750466,35
476,750466,10749
477,836225,27
478,899294,53
479,899294,27
480,899294,80
481,798544,16
482,798544,18
483,798544,9648
484,798544,14
485,1034541,27
486,1034541,14
487,1034541,53
488,1032950,27
489,7445,18
490,7445,53
491,7445,10752
492,1006851,878
493,1006851,35
494,1006851,28
495,21208,27
496,21208,53
497,21208,9648
498,460465,28
499,460465,14
500,460465,12
501,951368,53
502,951368,10770
503,951368,28
504,537915,10749
505,537915,18
506,769636,18
507,769636,53
508,675,12
509,675,14
510,675,9648
511,831410,53
512,831410,27
513,831410,35
514,831410,10770
515,1010818,16
516,1010818,10751
517,1010818,35
518,1010818,878
519,324786,18
520,324786,36
521,324786,10752
522,12444,12
523,12444,14
524,406759,878
525,941959,53
526,864959,12
527,864959,35
528,864959,27
529,864959,10751
530,20982,16
531,20982,28
532,20982,14
533,524434,878
534,524434,28
535,524434,12
536,862,16
537,862,12
538,862,10751
539,862,35
540,760104,27
541,760104,9648
542,760104,53
543,497582,28
544,497582,12
545,497582,9648
546,497582,35
547,497582,80
548,782054,16
549,782054,878
550,782054,12
551,761898,16
552,761898,28
553,761898,14
554,761898,878
555,315162,16
556,315162,12
557,315162,35
558,315162,10751
559,315162,14
560,560057,16
561,560057,12
562,560057,10751
563,560057,14
564,803114,53
565,803114,27
566,347201,16
567,347201,28
568,347201,35
569,613504,10749
570,613504,18
571,628900,28
572,628900,53
573,759175,14
574,759175,28
575,1040263,10749
576,1040263,18
577,1010821,16
578,1010821,10751
579,1010821,35
580,1010821,878
581,532870,53
582,532870,27
583,299534,12
584,299534,878
585,299534,28
586,484907,9648
587,484907,18
588,484907,27
589,385128,28
590,385128,12
591,385128,80
592,385128,53
593,773820,35
594,722800,18
595,722800,37
596,722800,53
597,375794,35
598,303857,28
599,303857,16
600,303857,878
601,999205,53
602,999205,28
603,843633,28
604,843633,80
605,843633,53
606,9479,14
607,9479,16
608,9479,10751
609,157336,12
610,157336,18
611,157336,878
612,508943,16
613,508943,35
614,508943,10751
615,508943,14
616,550988,35
617,550988,12
618,550988,878
619,602223,27
620,602223,28
621,602223,53
622,593643,35
623,593643,27
624,593643,53
625,597922,18
626,597922,35
627,597922,10752
628,812025,18
629,405869,80
630,460458,27
631,460458,878
632,460458,28
633,624860,878
634,624860,28
635,624860,12
636,762504,27
637,762504,9648
638,762504,878
639,762504,53
640,838197,35
641,838197,28
642,588228,28
643,588228,878
644,588228,12
645,198663,28
646,198663,9648
647,198663,878
648,198663,53
649,436969,28
650,436969,35
651,436969,12
652,927341,27
653,927341,53
654,927341,28
655,927341,12
656,927341,80
657,927341,9648
658,927341,18
659,927341,10752
660,458576,28
661,458576,14
662,458576,12
663,24428,878
664,24428,28
665,24428,12
666,474350,27
667,474350,14
668,512195,28
669,512195,35
670,512195,80
671,512195,53
672,8587,10751
673,8587,16
674,8587,18
675,809,16
676,809,10751
677,809,35
678,809,14
679,809,12
680,425909,14
681,425909,35
682,425909,12
683,317442,28
684,317442,10749
685,317442,16
686,846778,27
687,846778,878
688,877957,16
689,877957,18
690,877957,9648
691,877957,14
692,877957,10751
693,725201,28
694,725201,53
695,585,16
696,585,35
697,585,10751
698,529203,16
699,529203,10751
700,529203,12
701,529203,14
702,529203,35
703,945675,18
704,397567,18
705,397567,14
706,397567,28
707,931925,35
708,675445,16
709,675445,10751
710,675445,12
711,675445,35
712,131631,878
713,131631,12
714,131631,53
715,724495,28
716,724495,18
717,724495,36
718,8871,10751
719,8871,35
720,8871,14
721,860623,28
722,860623,53
723,637649,28
724,637649,80
725,637649,53
726,585245,10751
727,585245,12
728,585245,35
729,585245,14
730,848123,28
731,848123,53
732,619803,80
733,619803,28
734,639721,16
735,639721,12
736,639721,35
737,639721,10751
738,639721,14
739,639721,27
740,802699,16
741,802699,18
742,802699,9648
743,802699,14
744,1008640,18
745,1008640,80
746,423108,27
747,423108,9648
748,423108,53
749,997120,28
750,997120,53
751,997120,9648
752,576925,16
753,576925,12
754,576925,10751
755,497698,28
756,497698,12
757,497698,878
758,24021,12
759,24021,14
760,24021,18
761,24021,10749
762,49524,14
763,49524,28
764,49524,35
765,49524,80
766,862551,35
767,823625,28
768,823625,53
769,877183,16
770,877183,35
771,877183,14
772,993736,35
773,11932,35
774,11932,27
775,11932,53
776,877269,16
777,877269,878
778,877269,12
779,877269,10751
780,111332,99
781,1037603,18
782,897338,18
783,897338,27
784,897338,53
785,897338,10770
786,425,16
787,425,35
788,425,10751
789,425,12
790,399566,28
791,399566,14
792,399566,878
793,796256,27
794,796256,9648
795,81774,35
796,81774,18
797,550,18
798,550,53
799,550,35
800,296096,18
801,296096,10749
802,597,18
803,597,10749
804,1043835,99
805,762975,10749
806,762975,18
807,726684,16
808,726684,10751
809,726684,12
810,726684,14
811,726684,28
812,726684,10770
813,911129,18
814,476669,28
815,476669,12
816,476669,53
817,476669,10752
818,476669,9648
819,1012801,16
820,893370,27
821,961427,27
822,961427,14
823,961427,12
824,961427,10751
825,360920,16
826,360920,10751
827,360920,35
828,360920,14
829,34433,16
830,34433,878
831,34433,28
832,981588,35
833,981588,878
834,760204,28
835,760204,27
836,38757,16
837,38757,10751
838,293660,28
839,293660,12
840,293660,35
841,122917,28
842,122917,12
843,122917,14
844,50620,12
845,50620,14
846,50620,18
847,50620,10749
848,830784,35
849,830784,10751
850,830784,10402
851,23823,27
852,23823,53
853,554596,35
854,667739,28
855,667739,35
856,960258,27
857,960258,53
858,960258,28
859,960258,12
860,10138,12
861,10138,28
862,10138,878
863,982601,18
864,3933,10749
865,3933,14
866,3933,16
867,894205,28
868,894205,14
869,894205,27
870,894205,10770
871,259693,27
872,259693,53
873,324552,28
874,324552,53
875,324552,80
876,755812,16
877,755812,10751
878,755812,12
879,755812,10770
880,755812,14
881,755812,28
882,799546,18
883,799546,53
884,799546,9648
885,932339,35
886,932339,10749
887,818647,18
888,818647,10749
889,646385,27
890,646385,9648
891,646385,53
892,772450,27
893,138843,27
894,138843,53
895,38234,28
896,38234,53
897,567189,28
898,567189,53
899,773975,53
900,773975,18
901,773975,80
902,527774,16
903,527774,10751
904,527774,14
905,527774,28
906,527774,12
907,10674,16
908,10674,10751
909,10674,12
910,589754,14
911,589754,12
912,589754,35
913,8966,14
914,8966,18
915,8966,10749
916,592350,16
917,592350,28
918,592350,14
919,592350,12
920,214756,35
921,214756,14
922,99861,28
923,99861,12
924,99861,878
925,864370,27
926,118,12
927,118,35
928,118,10751
929,118,14
930,11249,35
931,11249,27
932,11249,53
933,379686,10751
934,379686,16
935,379686,35
936,379686,878
937,348893,28
938,348893,18
939,833425,27
940,833425,53
941,833425,9648
942,330457,10751
943,330457,16
944,330457,12
945,330457,35
946,330457,14
947,764835,53
948,873125,28
949,873125,12
950,873125,35
951,873125,80
952,873125,10752
953,150540,16
954,150540,10751
955,150540,12
956,150540,18
957,150540,35
958,458156,28
959,458156,53
960,458156,80
961,517116,27
962,517116,53
963,863,16
964,863,35
965,863,10751
966,913988,18
967,1018403,10751
968,1018403,35
969,1018403,16
970,1018403,12
971,451048,28
972,451048,12
973,451048,14
974,531219,12
975,531219,14
976,531219,35
977,2062,16
978,2062,35
979,2062,10751
980,2062,14
981,39108,16
982,39108,28
983,39108,878
984,926762,99
985,926762,27
986,109445,16
987,109445,10751
988,109445,12
989,109445,14
990,9820,35
991,9820,10751
992,216015,18
993,216015,10749
994,216015,53
995,228150,10752
996,228150,18
997,228150,28
998,1865,12
999,1865,28
1000,1865,14
1001,106646,80
1002,106646,18
1003,106646,35
1004,43641,16
1005,43641,28
1006,43641,878
1007,43641,14
1008,791348,16
1009,791348,28
1010,791348,12
1011,610253,27
1012,610253,53
1013,766475,9648
1014,766475,53
1015,766475,35
1016,417859,16
1017,417859,12
1018,417859,35
1019,417859,10751
1020,736526,28
1021,736526,12
1022,736526,14
1023,821420,80
1024,821420,53
1025,821420,18
1026,561,14
1027,561,28
1028,561,27
1029,505262,16
1030,505262,28
1031,505262,12
1032,505262,14
1033,1010819,16
1034,1010819,10751
1035,1010819,35
1036,1010819,878
1037,705861,18
1038,705861,35
1039,93456,16
1040,93456,35
1041,93456,10751
1042,393345,27
1043,393345,53
1044,589761,18
1045,589761,36
1046,589761,12
1047,589761,28
1048,589761,14
1049,589761,9648
1050,804413,35
1051,804413,14
1052,50619,12
1053,50619,14
1054,50619,10749
1055,706503,28
1056,706503,53
1057,706503,80
1058,370455,28
1059,370455,16
1060,1010823,16
1061,1010823,10751
1062,1010823,878
1063,1010823,35
1064,667276,16
1065,667276,35
1066,667276,14
1067,667276,12
1068,667276,10751
1069,61979,10749
1070,61979,18
1071,929170,35
1072,10585,27
1073,287003,99
1074,1023086,27
1075,502235,18
1076,502235,10749
1077,696806,12
1078,696806,878
1079,763285,28
1080,763285,53
1081,763285,80
1082,372058,10749
1083,372058,16
1084,372058,18
1085,603692,28
1086,603692,53
1087,603692,80
1088,10193,16
1089,10193,10751
1090,10193,35
1091,480530,18
1092,10144,16
1093,10144,10751
1094,10144,14
1095,991833,16
1096,991833,10751
1097,177572,12
1098,177572,10751
1099,177572,16
1100,177572,28
1101,177572,35
1102,800510,53
1103,975714,53
1104,975714,80
1105,975714,18
1106,786918,18
1107,952374,53
1108,39254,28
1109,39254,878
1110,39254,18
1111,13186,27
1112,13186,53
1113,11224,10751
1114,11224,14
1115,11224,16
1116,11224,10749
1117,10198,10749
1118,10198,10751
1119,10198,16
1120,772,35
1121,772,10751
1122,772,12
1123,12153,35
1124,12153,80
1125,383498,28
1126,383498,35
1127,383498,12
1128,301502,18
1129,75624,53
1130,75624,16
1131,75624,28
1132,75624,35
1133,75624,27
1134,75624,9648
1135,420821,16
1136,420821,10751
1137,420821,35
1138,420821,12
1139,420821,9648
1140,901944,35
1141,370172,12
1142,370172,28
1143,370172,53
1144,682507,18
1145,682507,9648
1146,682507,53
1147,758724,27
1148,758724,9648
1149,632727,27
1150,632727,53
1151,44251,16
1152,44251,28
1153,44251,878
1154,899082,99
1155,260514,16
1156,260514,12
1157,260514,35
1158,260514,10751
1159,615469,878
1160,615469,53
1161,198184,80
1162,198184,28
1163,198184,878
1164,301528,10751
1165,301528,12
1166,301528,16
1167,301528,35
1168,301528,14
1169,632357,27
1170,632357,9648
1171,400160,10751
1172,400160,16
1173,400160,14
1174,400160,12
1175,400160,35
1176,508442,16
1177,508442,10751
1178,508442,35
1179,508442,14
1180,508442,18
1181,245891,28
1182,245891,53
1183,520763,878
1184,520763,53
1185,520763,27
1186,4247,35
1187,842934,53
1188,842934,18
1189,1022206,35
1190,1022206,10749
1191,894169,28
1192,411,12
1193,411,10751
1194,411,14
1195,120,12
1196,120,14
1197,120,28
1198,49013,16
1199,49013,10751
1200,49013,12
1201,49013,35
1202,633844,16
1203,633844,18
1204,633844,12
1205,633844,14
1206,72190,28
1207,72190,18
1208,72190,27
1209,72190,878
1210,72190,53
1211,438631,878
1212,438631,12
1213,893297,80
1214,893297,28
1215,4705,35
1216,528222,16
1217,528222,14
1218,528222,10751
1219,628964,16
1220,628964,18
1221,628964,14
1222,628964,10751
1223,271110,12
1224,271110,28
1225,271110,878
1226,337339,28
1227,337339,80
1228,337339,53
1229,703771,16
1230,703771,28
1231,703771,12
1232,703771,878
1233,762968,35
1234,614934,10402
1235,614934,18
1236,614934,36
1237,287947,28
1238,287947,35
1239,287947,14
1240,168259,28
1241,168259,53
1242,168259,80
1243,168259,12
1244,689700,80
1245,829920,16
1246,829920,28
1247,829920,12
1248,829920,14
1249,9732,10751
1250,9732,12
1251,9732,16
1252,9732,28
1253,697799,28
1254,697799,27
1255,697799,53
1256,697799,10752
1257,697799,14
1258,587807,35
1259,587807,10751
1260,587807,16
1261,801857,35
1262,892153,16
1263,892153,35
1264,892153,10751
1265,892153,37
1266,290271,28
1267,290271,16
1268,290271,12
1269,290271,35
1270,290271,14
1271,126963,16
1272,126963,28
1273,126963,878
1274,626872,18
1275,626872,28
1276,408,14
1277,408,16
1278,408,10751
1279,8960,14
1280,8960,28
1281,12,16
1282,12,10751
1283,723419,18
1284,723419,53
1285,723419,27
1286,101299,12
1287,101299,28
1288,101299,878
1289,482373,53
1290,482373,27
1291,9702,80
1292,9702,28
1293,9702,18
1294,9702,53
1295,758330,18
1296,758330,35
1297,945657,53
1298,945657,27
1299,1010820,16
1300,1010820,10751
1301,1010820,35
1302,1010820,878
1303,892527,12
1304,892527,35
1305,892527,10751
1306,285,12
1307,285,14
1308,285,28
1309,420818,12
1310,420818,18
1311,420818,10751
1312,337167,18
1313,337167,10749
1314,843243,28
1315,843243,16
1316,843243,14
1317,676547,27
1318,676547,53
1319,767304,28
1320,936897,10770
1321,936897,9648
1322,1930,28
1323,1930,12
1324,1930,14
1325,312221,18
1326,312221,28
1327,121734,16
1328,121734,35
1329,121734,12
1330,121734,10751
1331,661791,18
1332,661791,27
1333,628878,53
1334,50270,18
1335,482321,16
1336,482321,878
1337,482321,10751
1338,482321,35
1339,384018,28
1340,384018,12
1341,384018,35
1342,588108,36
1343,588108,28
1344,588108,18
1345,588108,10752
1346,131634,28
1347,131634,12
1348,131634,878
1349,10607,35
1350,337401,12
1351,337401,14
1352,337401,18
1353,337401,28
1354,167032,27
1355,167032,53
1356,10439,14
1357,10439,35
1358,10439,10751
1359,22,12
1360,22,14
1361,22,28
1362,345940,28
1363,345940,878
1364,345940,27
1365,601796,28
1366,601796,14
1367,601796,9648
1368,601796,878
1369,601796,35
1370,601796,12
1371,5255,16
1372,5255,10751
1373,5255,12
1374,5255,14
1375,5255,35
1376,826769,35
1377,826769,10749
1378,475557,80
1379,475557,53
1380,475557,18
1381,504175,35
1382,504175,27
1383,629015,53
1384,629015,27
1385,629015,18
1386,778855,16
1387,778855,12
1388,778855,35
1389,778855,10751
1390,778855,14
1391,57214,35
1392,976720,878
1393,976720,18
1394,976720,12
1395,926899,16
1396,926899,18
1397,926899,35
1398,926899,27
1399,926899,14
1400,662708,16
1401,662708,12
1402,662708,10751
1403,662708,878
1404,662708,28
1405,662708,14
1406,581726,878
1407,581726,28
1408,581726,53
1409,35,16
1410,35,35
1411,35,10751
1412,896448,14
1413,896448,27
1414,896448,53
1415,896448,9648
1416,744,28
1417,744,18
1418,86331,18
1419,86331,10749
1420,705996,9648
1421,705996,53
1422,705996,80
1423,705996,18
1424,705996,10749
1425,800345,28
1426,778810,16
1427,778810,35
1428,778810,10751
1429,11186,27
1430,11186,53
1431,634528,28
1432,634528,53
1433,121,12
1434,121,14
1435,121,28
1436,999722,27
1437,13811,28
1438,13811,9648
1439,13811,878
1440,13811,53
1441,18239,12
1442,18239,14
1443,18239,18
1444,18239,10749
1445,58,12
1446,58,14
1447,58,28
1448,810,14
1449,810,12
1450,810,16
1451,810,35
1452,810,10751
1453,316727,28
1454,316727,27
1455,316727,53
1456,913205,16
1457,913205,28
1458,913205,35
1459,796499,80
1460,796499,35
1461,606402,28
1462,606402,12
1463,606402,80
1464,606402,53
1465,571891,16
1466,571891,12
1467,571891,14
1468,571891,28
1469,571891,10751
1470,9902,27
1471,9902,53
1472,1014676,10751
1473,1014676,35
1474,1014226,53
1475,1014226,27
1476,391757,18
1477,391757,28
1478,10020,10749
1479,10020,10751
1480,10020,16
1481,10020,14
1482,109418,35
1483,615173,28
1484,615173,9648
1485,615173,53
1486,615173,878
1487,10195,12
1488,10195,14
1489,10195,28
1490,672322,28
1491,672322,12
1492,672322,18
1493,442249,27
1494,442249,28
1495,442249,53
1496,315635,28
1497,315635,12
1498,315635,878
1499,315635,18
1500,14160,16
1501,14160,35
1502,14160,10751
1503,14160,12
1504,978436,18
1505,978436,28
1506,978436,12
1507,854467,28
1508,854467,53
1509,854467,80
1510,28005,18
1511,28005,36
1512,28005,10749
1513,284053,28
1514,284053,12
1515,284053,14
1516,284053,878
1517,284053,35
1518,254128,28
1519,254128,18
1520,254128,53
1521,118406,16
1522,118406,14
1523,118406,28
1524,336843,878
1525,336843,28
1526,336843,12
1527,336843,53
1528,936074,35
1529,936074,18
1530,55341,27
1531,55341,9648
1532,55341,53
1533,373879,28
1534,373879,16
1535,373879,12
1536,373879,35
1537,373879,14
1538,728366,80
1539,728366,53
1540,685274,16
1541,685274,28
1542,685274,18
1543,685274,878
1544,805359,18
1545,464052,28
1546,464052,12
1547,464052,14
1548,454626,28
1549,454626,878
1550,454626,35
1551,454626,10751
1552,539885,28
1553,539885,80
1554,539885,18
1555,539885,12
1556,539885,53
1557,420809,10751
1558,420809,14
1559,420809,12
1560,420809,28
1561,698508,10749
1562,698508,18
1563,698508,36
1564,102382,28
1565,102382,12
1566,102382,14
1567,912598,16
1568,912598,12
1569,912598,878
1570,77338,18
1571,77338,35
1572,260346,53
1573,260346,28
1574,769,18
1575,769,80
1576,87101,878
1577,87101,28
1578,87101,53
1579,87101,12
1580,772071,35
1581,772071,14
1582,17581,14
1583,17581,16
1584,17581,28
1585,897424,878
1586,897424,27
1587,897424,9648
1588,897424,53
1589,232672,35
1590,68726,28
1591,68726,878
1592,68726,12
1593,14128,10751
1594,14128,16
1595,14128,10749
1596,14128,14
1597,72545,12
1598,72545,28
1599,72545,878
1600,617502,28
1601,617502,53
1602,10192,35
1603,10192,12
1604,10192,14
1605,10192,16
1606,10192,10751
1607,1726,28
1608,1726,878
1609,1726,12
1610,11187,27
1611,11187,53
1612,439079,27
1613,439079,9648
1614,439079,53
1615,98566,878
1616,98566,28
1617,98566,12
1618,98566,35
1619,71676,28
1620,71676,14
1621,71676,53
1622,1008204,12
1623,1008204,14
1624,568620,28
1625,568620,12
1626,39107,16
1627,39107,28
1628,39107,14
1629,39107,878
1630,18785,35
1631,753232,28
1632,753232,80
1633,753232,53
1634,294254,878
1635,294254,28
1636,294254,53
1637,294254,12
1638,973608,35
1639,973608,10751
1640,973608,16
1641,8922,27
1642,8922,53
1643,1040330,99
1644,24752,28
1645,24752,16
1646,24752,878
1647,429617,28
1648,429617,12
1649,429617,878
1650,637693,16
1651,637693,12
1652,637693,10751
1653,637693,37
1654,615666,10751
1655,615666,12
1656,615666,14
1657,122,12
1658,122,14
1659,122,28
1660,714888,18
1661,714888,36
1662,102651,14
1663,102651,12
1664,102651,28
1665,102651,10751
1666,102651,10749
1667,452773,16
1668,452773,12
1669,452773,35
1670,452773,10751
1671,10625,35
1672,817758,18
1673,817758,10402
1674,495764,28
1675,495764,80
1676,741074,16
1677,741074,10751
1678,741074,35
1679,741074,14
1680,52629,18
1681,52629,80
1682,52629,35
1683,834742,10749
1684,834742,18
1685,381284,18
1686,381284,36
1687,760926,53
1688,760926,28
1689,82690,10751
1690,82690,16
1691,82690,35
1692,82690,12
1693,870096,878
1694,870096,27
1695,870096,28
1696,631843,53
1697,631843,9648
1698,631843,27
1699,820511,27
1700,545611,28
1701,545611,12
1702,545611,878
1703,39101,28
1704,39101,16
1705,39101,878
1706,1014530,10751
1707,1014530,35
1708,859041,28
1709,648579,28
1710,648579,35
1711,648579,80
1712,325358,35
1713,325358,28
1714,890656,28
1715,890656,14
1716,111,28
1717,111,80
1718,111,18
1719,38365,35
1720,630240,18
1721,630240,53
1722,630240,27
1723,916740,53
1724,916740,9648
1725,916740,18
1726,8363,35
1727,129,16
1728,129,10751
1729,129,14
1730,410685,16
1731,410685,28
1732,410685,12
1733,667520,16
1734,667520,18
1735,667520,10749
1736,667520,14
1737,335797,16
1738,335797,35
1739,335797,10751
1740,335797,10402
1741,44912,12
1742,44912,28
1743,44912,53
1744,44912,878
1745,919689,878
1746,919689,28
1747,27205,28
1748,27205,878
1749,27205,12
1750,988233,28
1751,988233,27
1752,988233,53
1753,573164,16
1754,573164,35
1755,139038,35
1756,139038,27
1757,399579,28
1758,399579,878
1759,399579,12
1760,32657,12
1761,32657,14
1762,32657,10751
1763,635891,35
1764,746333,35
1765,746333,28
1766,613093,35
1767,613093,27
1768,613093,10752
1769,864390,16
1770,345938,18
1771,345938,14
1772,630586,27
1773,630586,53
1774,522444,27
1775,522444,28
1776,522444,12
1777,184345,35
1778,184345,27
1779,276907,80
1780,276907,53
1781,17979,16
1782,17979,10751
1783,17979,18
1784,17979,14
1785,37135,10751
1786,37135,12
1787,37135,16
1788,37135,18
1789,260513,28
1790,260513,12
1791,260513,16
1792,260513,10751
1793,9880,35
1794,9880,10751
1795,9880,10749
1796,50014,18
1797,9023,37
1798,9023,16
1799,9023,12
1800,9023,35
1801,9023,10751
1802,9023,18
1803,49051,12
1804,49051,14
1805,49051,28
1806,68721,28
1807,68721,12
1808,68721,878
1809,18095,16
1810,18095,10751
1811,18095,14
1812,156022,53
1813,156022,28
1814,156022,80
1815,604822,28
1816,604822,12
1817,604822,80
1818,839100,16
1819,839100,28
1820,839100,14
1821,795109,12
1822,795109,35
1823,76341,28
1824,76341,12
1825,76341,878
1826,205596,36
1827,205596,18
1828,205596,53
1829,205596,10752
1830,883502,28
1831,883502,53
1832,883502,80
1833,557,14
1834,557,28
1835,652575,10749
1836,916821,28
1837,916821,53
1838,916821,80
1839,916821,9648
1840,550205,16
1841,550205,10751
1842,550205,35
1843,550205,14
1844,525660,28
